notice_actionability,award_notice_flag,market_intel_value,awardee_name,award_amount,award_date,award_number,fit_score,prime_reality_score,recommendation,conditional_recommendation,matched_lane,evaluation_method,submission_method,forms_required_text,amendment_compliance_alert,amendment_compliance_task,deadline_status,days_until_deadline,due_date_solicitation_local,due_date_user_local,on_site_staffing_flag,mandatory_staffing_flag,telework_ambiguity_flag,remote_feasibility_score,local_staffing_dependency,performance_location_risk,staffing_model,execution_risk,compliance_risk,rfi_needed,rfi_recommendation,set_aside_hard_gate,set_aside_hard_gate_reason,force_teaming_target,small_business_subcontracting_check,subcontracting_note,prime_case_report_required,prime_case_report_note,team_lock_alert,team_lock_note,idiq_ceiling_detected,idiq_ceiling_text,guaranteed_minimum_text,step1_mandatory_flag,step1_deadline_note,step1_deadline_text,scientific_domain_complexity_flag,scientific_domain_terms,scientific_domain_note,subcontractor_role_classifier,attachment_review_needed,attachment_review_priority,attachment_download_ready,attachment_discovery_method,resource_link_type_summary,actual_downloadable_attachment_count,actual_downloadable_attachment_links,sam_detail_api_link_count,sam_detail_api_links,sam_notice_desc_link_count,sam_notice_desc_links,sam_workspace_link_count,sam_workspace_links,external_portal_link_count,external_portal_links,unknown_resource_link_count,unknown_resource_links,likely_documents_needed,likely_pws_needed,likely_sf1449_needed,likely_sf30_needed,likely_pricing_needed,attachment_keywords_detected,attachment_next_action,local_attachment_folder,local_attachments_found,local_attachment_count,local_attachment_file_list,local_attachment_likely_types,local_pdf_count,local_doc_count,local_docx_count,local_xls_count,local_xlsx_count,local_csv_count,local_zip_count,local_txt_count,local_pws_found,local_sf1449_found,local_sf30_found,local_pricing_found,local_wage_determination_found,local_solicitation_found,local_attachment_next_action,ready_for_bid_no_bid_analysis,sam_detail_enriched,sam_detail_enrichment_source,sam_detail_enrichment_note,sam_detail_debug_json_path,sam_detail_raw_resource_links,sam_detail_raw_links,sam_detail_raw_attachments,sam_detail_raw_documents,sam_detail_raw_files,description_enriched,resource_link_count,has_resource_links,resource_links,psc_code,title,department_ind_agency,notice_id,solicitation_number,sam_notice_id,naics_code,notice_type,set_aside,response_deadline,posted_date,archive_date,place_of_performance,contacts,ui_link,short_description,score_reasons
actionable,No,,,,,,54,54,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,marketing_communications,Unknown,SAM.gov,,No,,reasonable,16,2026-06-05 03:00 PM UTC-04:00,2026-06-05 02:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=4",0,,0,,0,,0,,0,,4,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4102bad6c73f47c3933d08635b10c668/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/53498bfa347e4fdfb6f822686529c024/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b0bd884ee4e140668af0d2f111a89305/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d785eda8fb6c4a36a8df48d558cc821e/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,"combined synopsis, solicitation",Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/N0018926RD008,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/N0018926RD008/, then rerun offline scan.",No,,,,,,,,,,No,4,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4102bad6c73f47c3933d08635b10c668/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/53498bfa347e4fdfb6f822686529c024/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b0bd884ee4e140668af0d2f111a89305/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d785eda8fb6c4a36a8df48d558cc821e/download,R701,"U.S. Navy's Marketing and Advertising Program in support of the Commander, Navy Recruiting Command (CNRC).",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC NORFOLK.NAVSUP FLT LOG CTR NORFOLK,N0018926RD008,N0018926RD008,e8d45bf832e845f48adc81526f2629cf,541810,Combined Synopsis/Solicitation,,2026-06-05T15:00:00-04:00,2026-04-30,2026-07-06,"{'code': '49060', 'name': 'Millington'}, {'code': 'TN', 'name': 'Tennessee'}, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Ellen Wright | ellen.s.wright.civ@us.navy.mil,https://sam.gov/workspace/contract/opp/e8d45bf832e845f48adc81526f2629cf/view,,"Best matched lane: marketing_communications | Lane NAICS match: 541810 | Lane keywords: advertising, marketing, recruiting | Company NAICS match: 541810 | Matched keywords: advertising, marketing, recruiting | Context-only keywords: logistics | Active solicitation-type notice | Reasonable response window: 16 day(s) remaining"
actionable,No,,,,,,53,53,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,trucking_transportation,Unknown,SAM.gov,,No,,long_window,26,2026-06-15 10:30 AM UTC-06:00,2026-06-15 11:30 AM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=4",0,,0,,0,,0,,0,,4,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/309dc9048d1f41d9bc0386bd4458efe7/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/47d16fba75e64b62a63af6b04e825558/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e767cbed488944058e83db2496fc7c31/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e90b9ae241924cceaf57ff967eb6b371/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/W911SG26QA036,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/W911SG26QA036/, then rerun offline scan.",No,,,,,,,,,,No,4,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/309dc9048d1f41d9bc0386bd4458efe7/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/47d16fba75e64b62a63af6b04e825558/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e767cbed488944058e83db2496fc7c31/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e90b9ae241924cceaf57ff967eb6b371/download,V119,Crane and Rigger Support,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.418TH CSB.W6QM MICC-FT BLISS,W911SG26QA036,W911SG26QA036,abd2758a19f640b1b27252cd09b503d5,484220,Solicitation,Total Small Business Set-Aside (FAR 19.5),2026-06-15T10:30:00-06:00,2026-05-05,2026-06-30,"{'code': '26664', 'name': 'Fort Bliss'}, {'code': 'TX', 'name': 'Texas'}, 79916, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Joy Ajah-Job | joy.ajah-job.civ@army.mil | 5028988346 ; secondary | Franklin Godinez | franklin.godinez2.civ@army.mil,https://sam.gov/workspace/contract/opp/abd2758a19f640b1b27252cd09b503d5/view,,Best matched lane: trucking_transportation | Lane NAICS match: 484220 | Company NAICS match: 484220 | Small business set-aside or small business language detected | Active solicitation-type notice | Longer response window: 26 day(s) remaining
actionable,No,,,,,,53,53,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,janitorial_facility_support,Unknown,SAM.gov,,No,,reasonable,12,2026-06-02 02:00 PM UTC+09:00,2026-06-02 12:00 AM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,sam_detail_enrichment_required,"direct_download=0, sam_detail_api=1, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=0",0,,1,https://api.sam.gov/prod/opportunities/v2/search?noticeid=f0504ae96e454cd3945b7f4d26a8de9c&limit=1,0,,0,,0,,0,,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,"Actual attachment links are not available yet. Run selected SAM detail enrichment for this opportunity, or open the SAM.gov workspace page manually to locate attachments.",downloads/HQCWG9693132,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/HQCWG9693132/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://api.sam.gov/prod/opportunities/v2/search?noticeid=f0504ae96e454cd3945b7f4d26a8de9c&limit=1,S201,Custodial Services for Commissary and CDC at Osan AB,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-OO.411TH CSB.0906 AQ CO     CONTRACTING BAT,HQCWG9693132,HQCWG9693132,f0504ae96e454cd3945b7f4d26a8de9c,561720,Presolicitation,,2026-06-02T14:00:00+09:00,2026-05-18,2026-06-10,"{""streetAddress"": ""Pyeongtaek"", ""zip"": """"}","primary | Pak, Sin Nam | sinnam.pak2.ln@army.mil | 050-3357-6013",https://sam.gov/workspace/contract/opp/f0504ae96e454cd3945b7f4d26a8de9c/view,,"Best matched lane: janitorial_facility_support | Lane NAICS match: 561720 | Lane keywords: custodial, custodial services | Company NAICS match: 561720 | Matched keywords: custodial, custodial services | Matched core strengths: Custodial services | Active solicitation-type notice | Reasonable response window: 12 day(s) remaining"
actionable,No,,,,,,53,53,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,pest_control,Unknown,SAM.gov,,No,,reasonable,11,2026-06-01 10:00 AM UTC+09:00,2026-05-31 08:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,AI workflow,Yes,Medium,No,sam_detail_enrichment_required,"direct_download=0, sam_detail_api=1, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=0",0,,1,https://api.sam.gov/prod/opportunities/v2/search?noticeid=c11659d1360b4aec82b823bce8b1b35a&limit=1,0,,0,,0,,0,,Solicitation / Attachment Package,Unknown,Unknown,Unknown,Unknown,,"Actual attachment links are not available yet. Run selected SAM detail enrichment for this opportunity, or open the SAM.gov workspace page manually to locate attachments.",downloads/PAN411-26-P-0000-028344,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/PAN411-26-P-0000-028344/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://api.sam.gov/prod/opportunities/v2/search?noticeid=c11659d1360b4aec82b823bce8b1b35a&limit=1,,AI-powered Mosquito Surveillance System,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-OO.411TH CSB.0411 AQ HQ     CONTRACT AUG,PAN411-26-P-0000-028344,PAN411-26-P-0000-028344,c11659d1360b4aec82b823bce8b1b35a,561710,Sources Sought,,2026-06-01T10:00:00+09:00,2026-05-20,2026-06-16,"{'code': 'Pyeongtaek', 'name': 'Pyeongtaek'}, {'code': 'KR-41', 'name': 'Gyeonggi'}, {'code': 'KOR', 'name': 'KOREA, SOUTH'}","primary | Miranda Harden | miranda.l.harden.mil@army.mil | 3157550629 ; secondary | Tao, Junyu | junyu.tao.mil@army.mil | 3157553307",https://sam.gov/workspace/contract/opp/c11659d1360b4aec82b823bce8b1b35a/view,,"Best matched lane: pest_control | Lane NAICS match: 561710 | Lane keywords: mosquito | Company NAICS match: 561710 | Matched keywords: AI, mosquito | Sources sought notice — good chance to influence or introduce capability | Reasonable response window: 11 day(s) remaining"
actionable,No,,,,,,52,52,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,pest_control,Unknown,SAM.gov,,No,,urgent,6,2026-05-26 03:00 PM UTC-06:00,2026-05-26 04:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=1",0,,0,,0,,0,,0,,1,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/094907d6255d48a8873875952631967f/download,Solicitation / Attachment Package,Unknown,Unknown,Unknown,Unknown,,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/Sources_Sought_Pest_Control_Services_ZCCHC,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/Sources_Sought_Pest_Control_Services_ZCCHC/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/094907d6255d48a8873875952631967f/download,S207,Sources Sought-Pest Control Services for Zuni Comprehensive Community Health Center (ZCCHC),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.INDIAN HEALTH SERVICE.ALBUQUERQUE AREA INDIAN HEALTH SVC",Sources_Sought_Pest_Control_Services_ZCCHC,Sources_Sought_Pest_Control_Services_ZCCHC,7bb64a5de3c94e91b03ddce331c0bb14,561710,Sources Sought,Indian Small Business Economic Enterprise (ISBEE) Set-Aside (specific to Department of Interior and Indian Health Services),2026-05-26T15:00:00-06:00,2026-05-11,2026-06-10,"{'code': '86490', 'name': 'Zuni'}, {'code': 'NM', 'name': 'New Mexico'}, 87327, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Shannon Eldridge-Shorty | shannon.eldridge-shorty@ihs.gov | 5052566768,https://sam.gov/workspace/contract/opp/7bb64a5de3c94e91b03ddce331c0bb14/view,,Best matched lane: pest_control | Lane NAICS match: 561710 | Lane keywords: pest control | Company NAICS match: 561710 | Matched keywords: pest control | Matched core strengths: Pest control | Small business set-aside or small business language detected | Sources sought notice — good chance to influence or introduce capability | Deadline is urgent: 6 day(s) remaining
actionable,No,,,,,,52,0,Watch / Possible Subcontractor,Teaming/Subcontractor Target — Prime blocked by set-aside,ai_automation,Unknown,SAM.gov,,No,,urgent,7,2026-05-28 09:00 AM UTC-04:00,2026-05-28 08:00 AM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Medium,No,,Yes,"SDVOSB set-aside detected, but company profile does not show verified SDVOSB status.",Yes,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=6",0,,0,,0,,0,,0,,6,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/025067b48bc4442e9d4ee3208b65d211/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5d3a37f970c145d29a507b747e45f529/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7e5d12b009c54edda09378fae92c96e0/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a6d693e112454fd1855a12321e7e476c/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a9d14a10f06d484988644abe5e28e7be/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b1c9e37d510d41aab08ba8b1dc8cca19/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/140G0326R0003,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/140G0326R0003/, then rerun offline scan.",No,,,,,,,,,,No,6,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/025067b48bc4442e9d4ee3208b65d211/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5d3a37f970c145d29a507b747e45f529/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7e5d12b009c54edda09378fae92c96e0/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a6d693e112454fd1855a12321e7e476c/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a9d14a10f06d484988644abe5e28e7be/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b1c9e37d510d41aab08ba8b1dc8cca19/download,DA01,ESC SCIENCE & TECHNICAL SUPPORT SERVICES,"INTERIOR, DEPARTMENT OF THE.US GEOLOGICAL SURVEY.OFFICE OF ACQUISITON  GRANTS",140G0326R0003,140G0326R0003,1b0b3935d4fe476393618a159477ad46,541512,Solicitation,Service-Disabled Veteran-Owned Small Business Set Aside,2026-05-28T09:00:00-04:00,2026-05-18,2026-06-12,"{""city"": {}, ""state"": {}, ""country"": {}}","primary | Fejarang, Charlan | cjfejarang@usgs.gov | 916-278-9329",https://sam.gov/workspace/contract/opp/1b0b3935d4fe476393618a159477ad46/view,,"Best matched lane: ai_automation | Lane NAICS match: 541512 | Company NAICS match: 541512 | Small business set-aside or small business language detected | Veteran-owned business language detected | Active solicitation-type notice | Deadline is urgent: 7 day(s) remaining | SDVOSB set-aside detected, but company profile does not show verified SDVOSB status."
actionable,No,,,,,,51,51,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,training_documentation,Unknown,SAM.gov,,No,,reasonable,9,2026-05-29 02:00 PM UTC-06:00,2026-05-29 03:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=1",0,,0,,0,,0,,0,,1,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e54b0e26870240f7b454ead6f90d6b46/download,Solicitation / Attachment Package,Unknown,Unknown,Unknown,Unknown,,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/36C25926Q0484,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/36C25926Q0484/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e54b0e26870240f7b454ead6f90d6b46/download,U099,U099--Stryker ProCuity Bed Training,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 19 (36C259)",36C25926Q0484,36C25926Q0484,64287c0c92534a8b84701a242f3eb564,611430,Sources Sought,,2026-05-29T14:00:00-06:00,2026-05-20,2026-05-31,"{'name': 'Aurora'}, {'name': 'CO'}, 80045, {'name': ''}",primary | Eric  Adusei (CS) | Eric.Adusei@va.gov | 303-712-5782,https://sam.gov/workspace/contract/opp/64287c0c92534a8b84701a242f3eb564/view,,Best matched lane: training_documentation | Lane NAICS match: 611430 | Lane keywords: training | Company NAICS match: 611430 | Matched keywords: training | Sources sought notice — good chance to influence or introduce capability | Reasonable response window: 9 day(s) remaining
actionable,No,,,,,,51,51,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,janitorial_facility_support,Unknown,SAM.gov,,No,,reasonable,11,2026-06-01 12:00 PM UTC-04:00,2026-06-01 11:00 AM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=1",0,,0,,0,,0,,0,,1,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a67d57ddd02f4660a6c753082ca0f207/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/140L0126Q0004,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/140L0126Q0004/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a67d57ddd02f4660a6c753082ca0f207/download,S201,Janitorial Services - Bureau of Land Management Fo,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.WASHINGTON DC OFFICE",140L0126Q0004,140L0126Q0004,d0da5aa20bc242ecbf0aad596d091982,561720,Solicitation,,2026-06-01T12:00:00-04:00,2026-05-13,2026-06-16,"{""city"": {}, ""state"": {}, ""country"": {}}","primary | Rollins, Oksana | orollins@blm.gov | 3032361853",https://sam.gov/workspace/contract/opp/d0da5aa20bc242ecbf0aad596d091982/view,,Best matched lane: janitorial_facility_support | Lane NAICS match: 561720 | Lane keywords: janitorial | Company NAICS match: 561720 | Matched keywords: janitorial | Matched core strengths: Janitorial services | Active solicitation-type notice | Reasonable response window: 11 day(s) remaining
actionable,No,,,,,,51,51,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,pest_control,Unknown,SAM.gov,,No,,reasonable,9,2026-05-29 01:00 PM UTC-05:00,2026-05-29 01:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=6",0,,0,,0,,0,,0,,6,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/19abb1929efd466b86bb7510a94e00c9/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/29cfedbff94042eead57daedba6d7a6d/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/68f3b667e4054bd28d5a51c9f5664c40/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/71d1f28e16424b2fb8ff9ae8602c27a2/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a4ab7622942f4f86948b4e9d67c2a29f/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d03c4901e1ca4ca9ac9a34b61b32745b/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,"combined synopsis, solicitation",Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/36C25726Q0508,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/36C25726Q0508/, then rerun offline scan.",No,,,,,,,,,,No,6,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/19abb1929efd466b86bb7510a94e00c9/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/29cfedbff94042eead57daedba6d7a6d/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/68f3b667e4054bd28d5a51c9f5664c40/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/71d1f28e16424b2fb8ff9ae8602c27a2/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a4ab7622942f4f86948b4e9d67c2a29f/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d03c4901e1ca4ca9ac9a34b61b32745b/download,S207,Amarillo Pest Management,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.257-NETWORK CONTRACT OFFICE 17 (36C257)",36C25726Q0508,36C25726Q0508,85fcdd53f91d459b8f316fd33cb9025b,561710,Combined Synopsis/Solicitation,,2026-05-29T13:00:00-05:00,2026-05-05,2026-06-13,"{'code': '3000', 'name': 'Amarillo'}, {'code': 'TX', 'name': 'Texas'}, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Taminie Woodrow | taminie.woodrow@va.gov,https://sam.gov/workspace/contract/opp/85fcdd53f91d459b8f316fd33cb9025b/view,,Best matched lane: pest_control | Lane NAICS match: 561710 | Lane keywords: pest management | Company NAICS match: 561710 | Matched keywords: pest management | Matched core strengths: Pest management | Active solicitation-type notice | Reasonable response window: 9 day(s) remaining
actionable,No,,,,,,50,50,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,ai_automation,Unknown,SAM.gov,,No,,long_window,30,2026-06-20 12:00 PM UTC-04:00,2026-06-20 11:00 AM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,sam_detail_enrichment_required,"direct_download=0, sam_detail_api=1, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=0",0,,1,https://api.sam.gov/prod/opportunities/v2/search?noticeid=e0851a57d07b4b0484a23ca0e0f79c59&limit=1,0,,0,,0,,0,,Solicitation / Attachment Package,Unknown,Unknown,Unknown,Unknown,,"Actual attachment links are not available yet. Run selected SAM detail enrichment for this opportunity, or open the SAM.gov workspace page manually to locate attachments.",downloads/W911SD26QA073,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/W911SD26QA073/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://api.sam.gov/prod/opportunities/v2/search?noticeid=e0851a57d07b4b0484a23ca0e0f79c59&limit=1,DG01,SYNOPSIS-Wireless Access Points at Camp Buckner,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.FDO EUSTIS.W6QM MICC-WEST POINT,W911SD26QA073,W911SD26QA073,e0851a57d07b4b0484a23ca0e0f79c59,541512,Special Notice,Total Small Business Set-Aside (FAR 19.5),2026-06-20T12:00:00-04:00,2026-05-14,2026-07-05,"{'code': '80747', 'name': 'West Point'}, {'code': 'NY', 'name': 'New York'}, 10996, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Ignacio Cordova | ignacio.j.cordova2.civ@mail.mil | 8459383120,https://sam.gov/workspace/contract/opp/e0851a57d07b4b0484a23ca0e0f79c59/view,,Best matched lane: ai_automation | Lane NAICS match: 541512 | Company NAICS match: 541512 | Small business set-aside or small business language detected | Special notice — may be useful for market intelligence | Longer response window: 30 day(s) remaining
actionable,No,,,,,,50,50,Watch / Possible Subcontractor,Review as Prime or Teaming Candidate,ai_automation,Unknown,SAM.gov,,No,,reasonable,8,2026-05-28 05:00 PM UTC-04:00,2026-05-28 04:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=1",0,,0,,0,,0,,0,,1,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fb2743def1e140b9973cc1db427e96ae/download,Solicitation / Attachment Package,Unknown,Unknown,Unknown,Unknown,,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/N0018926RW021,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/N0018926RW021/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fb2743def1e140b9973cc1db427e96ae/download,DF01,NCIS CYBER SECURITY REQUIREMENT,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC NORFOLK.NAVSUP FLT LOG CTR NORFOLK,N0018926RW021,N0018926RW021,3fcd7632f9474876bbe6b19ec9e1246d,541512,Sources Sought,No Set aside used,2026-05-28T17:00:00-04:00,2026-05-12,2026-06-12,"{'code': '65120', 'name': 'Quantico'}, {'code': 'VA', 'name': 'Virginia'}, 22134, {'code': 'USA', 'name': 'UNITED STATES'}",primary | THOMAS CAREY | thomas.carey56.civ@us.navy.mil | 7712293321 ; secondary | Jacob Segal | jacob.a.segal.civ@us.navy.mil | 7712292710,https://sam.gov/workspace/contract/opp/3fcd7632f9474876bbe6b19ec9e1246d/view,,Best matched lane: ai_automation | Lane NAICS match: 541512 | Company NAICS match: 541512 | Context-only keywords: logistics | Sources sought notice — good chance to influence or introduce capability | Reasonable response window: 8 day(s) remaining
